fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
0,bus,0.94,tensor(1.),1402,52,1918,476,"£
",0.12,499,357,515,378,"£
"
0,car,0.85,tensor(2.),1321,312,1398,371,,0,0,0,0,0,
1,bus,0.94,tensor(1.),1402,57,1918,470,,0,0,0,0,0,
1,car,0.82,tensor(2.),1321,312,1396,371,,0,0,0,0,0,
2,bus,0.94,tensor(1.),1393,65,1918,466,,0.86,474,341,525,362,
2,car,0.82,tensor(2.),1320,312,1395,371,,0,0,0,0,0,
3,bus,0.9,tensor(1.),1388,67,1918,467,,0.53,462,337,530,362,
3,car,0.84,tensor(2.),1317,311,1395,371,,0,0,0,0,0,
4,bus,0.93,tensor(1.),1392,73,1918,464,,0.41,443,330,516,352,
4,car,0.82,tensor(2.),1316,312,1394,371,,0,0,0,0,0,
5,bus,0.94,tensor(1.),1394,76,1918,461,,0.24,426,324,492,348,
5,car,0.81,tensor(2.),1317,312,1391,370,,0,0,0,0,0,
6,bus,0.94,tensor(1.),1391,79,1918,461,,0.77,415,321,481,342,
6,car,0.8,tensor(2.),1316,312,1390,370,,0,0,0,0,0,
7,bus,0.94,tensor(1.),1388,84,1918,458,,0.7,405,315,472,336,
7,car,0.79,tensor(2.),1314,312,1389,369,,0,0,0,0,0,
8,bus,0.94,tensor(1.),1385,88,1918,457,,0.37,395,309,458,330,
8,car,0.79,tensor(2.),1313,312,1387,368,,0,0,0,0,0,
9,bus,0.95,tensor(1.),1383,92,1918,457,,0.73,384,303,444,324,
9,car,0.81,tensor(2.),1311,312,1386,368,,0,0,0,0,0,
10,bus,0.94,tensor(1.),1382,95,1918,456,,0.86,373,300,434,319,
10,car,0.81,tensor(2.),1309,312,1386,368,,0,0,0,0,0,
11,bus,0.93,tensor(1.),1383,96,1918,456,,0.85,362,298,421,317,
11,car,0.79,tensor(2.),1309,312,1384,368,,0,0,0,0,0,
12,bus,0.94,tensor(1.),1382,101,1914,452,,0.79,351,291,413,312,
12,car,0.79,tensor(2.),1309,312,1382,368,,0,0,0,0,0,
13,bus,0.93,tensor(1.),1382,104,1896,451,,0.79,340,288,400,306,
13,car,0.8,tensor(2.),1309,312,1380,368,,0,0,0,0,0,
14,bus,0.92,tensor(1.),1380,107,1883,451,,0.75,331,284,391,302,
14,car,0.78,tensor(2.),1309,312,1378,368,,0,0,0,0,0,
15,bus,0.93,tensor(1.),1377,111,1865,450,,0.77,326,278,381,296,
15,car,0.78,tensor(2.),1309,313,1375,367,,0,0,0,0,0,
16,bus,0.92,tensor(1.),1376,114,1866,449,"B3I2e Boe]
",0.79,316,275,373,294,"B3I2e Boe]
"
16,car,0.79,tensor(2.),1309,313,1374,367,,0,0,0,0,0,
17,bus,0.91,tensor(1.),1377,117,1857,451,,0.47,305,271,360,290,
17,car,0.78,tensor(2.),1309,313,1373,366,,0,0,0,0,0,
18,bus,0.92,tensor(1.),1375,121,1834,448,,0.74,298,265,354,284,
18,car,0.77,tensor(2.),1308,314,1372,367,,0,0,0,0,0,
19,bus,0.93,tensor(1.),1374,126,1822,446,,0.74,291,260,346,277,
19,car,0.79,tensor(2.),1308,314,1369,367,,0,0,0,0,0,
20,bus,0.92,tensor(1.),1372,127,1815,444,,0.84,285,258,337,276,
20,car,0.76,tensor(2.),1308,313,1369,368,,0,0,0,0,0,
21,bus,0.92,tensor(1.),1370,132,1810,442,,0.64,279,253,332,269,
21,car,0.74,tensor(2.),1308,313,1368,368,,0,0,0,0,0,
22,bus,0.92,tensor(1.),1369,135,1812,442,,0.5,272,249,321,267,
22,car,0.75,tensor(2.),1308,313,1366,368,,0,0,0,0,0,
23,bus,0.91,tensor(1.),1370,140,1806,441,,0.61,263,243,313,259,
23,car,0.72,tensor(2.),1308,313,1366,366,,0,0,0,0,0,
24,bus,0.89,tensor(1.),1368,140,1781,442,,0.64,260,242,308,258,
24,car,0.71,tensor(2.),1308,311,1366,365,,0,0,0,0,0,
25,bus,0.91,tensor(1.),1366,142,1767,442,,0.73,253,239,301,256,
25,car,0.71,tensor(2.),1308,312,1366,366,,0,0,0,0,0,
26,bus,0.9,tensor(1.),1366,144,1759,440,"E3350 wre)
",0.83,247,237,295,253,"E3350 wre)
"
26,car,0.69,tensor(2.),1308,311,1365,365,,0,0,0,0,0,
27,bus,0.9,tensor(1.),1363,148,1743,436,"Esse wre
",0.28,242,232,289,249,"Esse wre
"
27,car,0.68,tensor(2.),1308,310,1365,366,,0,0,0,0,0,
28,bus,0.91,tensor(1.),1363,150,1736,436,"Boise oe
",0.35,236,229,282,245,"Boise oe
"
28,car,0.65,tensor(2.),1307,309,1363,365,,0,0,0,0,0,
29,bus,0.9,tensor(1.),1363,151,1733,437,,0.74,231,227,277,242,
29,car,0.63,tensor(2.),1307,308,1361,365,,0,0,0,0,0,
30,bus,0.91,tensor(1.),1360,153,1730,431,"2
",0.13,166,126,189,142,"2
"
30,car,0.62,tensor(2.),1305,307,1358,364,,0,0,0,0,0,
31,bus,0.9,tensor(1.),1361,155,1730,429,,0.63,221,222,266,237,
31,car,0.64,tensor(2.),1304,308,1357,363,,0,0,0,0,0,
32,bus,0.92,tensor(1.),1360,158,1709,424,,0.57,217,218,262,232,
32,car,0.65,tensor(2.),1304,309,1356,363,,0,0,0,0,0,
33,bus,0.93,tensor(1.),1357,159,1700,428,,0.71,213,215,258,231,
33,car,0.63,tensor(2.),1303,308,1355,363,,0,0,0,0,0,
34,bus,0.93,tensor(1.),1354,161,1696,431,,0.37,211,213,256,228,
34,car,0.62,tensor(2.),1302,308,1355,363,,0,0,0,0,0,
35,bus,0.92,tensor(1.),1356,163,1693,429,,0.41,204,210,245,225,
36,bus,0.93,tensor(1.),1355,166,1681,427,,0.41,199,206,243,221,
36,car,0.61,tensor(2.),1303,310,1351,363,,0,0,0,0,0,
37,bus,0.92,tensor(1.),1354,165,1674,425,,0.5,196,207,238,221,
38,bus,0.91,tensor(1.),1352,168,1669,424,,0.5,194,204,234,218,
39,bus,0.91,tensor(1.),1351,166,1661,422,,0.73,190,204,231,219,
40,bus,0.91,tensor(1.),1348,169,1656,421,"pute ate
",0.38,188,201,227,216,"pute ate
"
41,bus,0.93,tensor(1.),1349,173,1650,416,,0.21,182,197,221,211,
42,bus,0.94,tensor(1.),1345,175,1644,416,"PTY eee
",0.18,181,194,221,210,"PTY eee
"
43,bus,0.93,tensor(1.),1344,176,1637,415,,0,0,0,0,0,
44,bus,0.93,tensor(1.),1343,178,1638,414,"pode oe)
",0.61,175,191,214,206,"pode oe)
"
45,bus,0.93,tensor(1.),1342,178,1630,412,,0,0,0,0,0,
46,bus,0.93,tensor(1.),1341,181,1627,413,,0,0,0,0,0,
47,bus,0.92,tensor(1.),1342,182,1625,414,"ira
",0.3,164,185,200,200,"ira
"
48,bus,0.93,tensor(1.),1340,184,1614,413,,0,0,0,0,0,
49,bus,0.92,tensor(1.),1341,185,1614,411,,0,0,0,0,0,
50,bus,0.93,tensor(1.),1340,188,1601,412,,0,0,0,0,0,
51,bus,0.94,tensor(1.),1337,187,1598,411,"iN oe
",0.15,155,180,193,193,"iN oe
"
52,bus,0.93,tensor(1.),1336,189,1597,412,,0,0,0,0,0,
53,bus,0.93,tensor(1.),1336,190,1592,412,,0,0,0,0,0,
54,bus,0.92,tensor(1.),1335,191,1593,408,,0,0,0,0,0,
55,bus,0.91,tensor(1.),1334,190,1583,409,"otis ay
",0.16,145,175,181,187,"otis ay
"
56,bus,0.91,tensor(1.),1334,192,1579,408,"Ate te
",0.16,142,171,175,183,"Ate te
"
57,bus,0.92,tensor(1.),1335,191,1576,407,"che
",0.14,138,172,178,185,"che
"
58,bus,0.92,tensor(1.),1333,193,1570,406,"Ut aor a
",0.13,137,169,173,182,"Ut aor a
"
59,bus,0.91,tensor(1.),1332,195,1567,403,,0,0,0,0,0,
60,bus,0.9,tensor(1.),1333,195,1564,404,"Abbh Sve
",0.26,131,165,163,178,"Abbh Sve
"
61,bus,0.91,tensor(1.),1333,196,1562,405,,0,0,0,0,0,
62,bus,0.91,tensor(1.),1333,198,1555,406,"Lees
",0.13,125,161,158,173,"Lees
"
63,bus,0.89,tensor(1.),1329,198,1551,405,,0,0,0,0,0,
64,bus,0.87,tensor(1.),1327,198,1549,403,,0,0,0,0,0,
65,bus,0.85,tensor(1.),1327,199,1543,401,"LAs
",0.13,122,157,155,171,"LAs
"
66,bus,0.81,tensor(1.),1326,201,1538,399,,0,0,0,0,0,
67,bus,0.77,tensor(1.),1324,201,1537,396,,0,0,0,0,0,
68,bus,0.77,tensor(1.),1324,203,1534,397,,0,0,0,0,0,
69,bus,0.75,tensor(1.),1324,204,1531,395,,0,0,0,0,0,
70,bus,0.76,tensor(1.),1324,204,1528,398,,0,0,0,0,0,
71,bus,0.76,tensor(1.),1321,205,1524,396,,0,0,0,0,0,
72,bus,0.77,tensor(1.),1320,208,1524,394,,0,0,0,0,0,
72,car,0.61,tensor(2.),1286,318,1323,358,,0,0,0,0,0,
73,bus,0.79,tensor(1.),1321,209,1520,393,,0,0,0,0,0,
74,bus,0.78,tensor(1.),1320,210,1515,392,,0,0,0,0,0,
75,bus,0.79,tensor(1.),1319,210,1513,393,,0,0,0,0,0,
76,bus,0.75,tensor(1.),1319,211,1511,390,,0,0,0,0,0,
77,bus,0.69,tensor(1.),1318,212,1507,392,,0,0,0,0,0,
78,bus,0.69,tensor(1.),1318,212,1505,390,,0,0,0,0,0,
79,bus,0.62,tensor(1.),1316,213,1503,390,,0,0,0,0,0,
80,bus,0.77,tensor(1.),1317,214,1501,390,,0,0,0,0,0,
81,bus,0.8,tensor(1.),1315,215,1499,389,,0,0,0,0,0,
82,bus,0.78,tensor(1.),1316,214,1497,391,,0,0,0,0,0,
83,bus,0.78,tensor(1.),1314,214,1495,389,,0,0,0,0,0,
84,bus,0.74,tensor(1.),1314,215,1490,387,,0,0,0,0,0,
85,bus,0.71,tensor(1.),1314,216,1489,388,,0,0,0,0,0,
86,bus,0.67,tensor(1.),1317,216,1486,386,,0,0,0,0,0,
87,bus,0.51,,1317,216,1485,386,,0,0,0,0,0,
87,truck,0.51,,1316,216,1485,387,,0,0,0,0,0,
87,car,0.26,,1463,318,1516,380,,0,0,0,0,0,
87,car,0.24,,1283,309,1315,353,,0,0,0,0,0,
87,bench,0.19,,0,320,66,384,,0,0,0,0,0,
87,person,0.16,,1062,306,1086,362,,0,0,0,0,0,
87,sports ball,0.14,,1557,319,1626,384,,0,0,0,0,0,
87,car,0.13,,1286,298,1314,347,,0,0,0,0,0,
87,car,0.13,,1224,316,1257,341,,0,0,0,0,0,
87,car,0.13,,1262,308,1312,348,,0,0,0,0,0,
88,bus,0.58,,1315,216,1481,387,,0,0,0,0,0,
88,truck,0.4,,1315,216,1481,387,,0,0,0,0,0,
88,car,0.37,,1462,319,1515,379,,0,0,0,0,0,
88,car,0.32,,1284,308,1315,352,,0,0,0,0,0,
88,bench,0.19,,0,320,66,384,,0,0,0,0,0,
88,car,0.18,,1265,308,1312,349,,0,0,0,0,0,
88,car,0.16,,1224,316,1257,341,,0,0,0,0,0,
88,person,0.15,,1063,308,1088,360,,0,0,0,0,0,
88,sports ball,0.12,,1557,319,1626,384,,0,0,0,0,0,
89,bus,0.62,tensor(1.),1313,217,1481,384,,0,0,0,0,0,
90,truck,0.48,,1312,219,1480,383,,0,0,0,0,0,
90,car,0.46,,1457,317,1516,381,,0,0,0,0,0,
90,car,0.31,,1281,307,1313,353,,0,0,0,0,0,
90,car,0.22,,1265,309,1311,350,,0,0,0,0,0,
90,bench,0.17,,0,322,66,384,,0,0,0,0,0,
90,person,0.15,,1064,311,1091,358,,0,0,0,0,0,
90,sports ball,0.14,,1557,319,1626,384,,0,0,0,0,0,
90,car,0.11,,1505,312,1568,384,,0,0,0,0,0,
90,car,0.11,,1225,316,1257,341,,0,0,0,0,0,
91,bus,0.47,,1313,220,1477,383,,0,0,0,0,0,
91,car,0.45,,1460,317,1515,379,,0,0,0,0,0,
91,truck,0.37,,1314,220,1478,383,,0,0,0,0,0,
91,car,0.3,,1279,312,1313,354,,0,0,0,0,0,
91,bench,0.27,,0,321,65,385,,0,0,0,0,0,
91,car,0.23,,1267,312,1313,351,,0,0,0,0,0,
91,person,0.2,,1063,312,1089,360,,0,0,0,0,0,
91,sports ball,0.13,,1557,319,1626,384,,0,0,0,0,0,
91,car,0.13,,1282,300,1313,346,,0,0,0,0,0,
92,bus,0.69,tensor(1.),1315,220,1474,381,,0,0,0,0,0,
93,car,0.53,,1454,320,1514,379,,0,0,0,0,0,
93,bus,0.52,,1312,221,1471,382,,0,0,0,0,0,
93,car,0.41,,0,252,49,418,,0,0,0,0,0,
93,truck,0.37,,1312,221,1469,382,"CES
",0.11,74,157,140,161,"CES
"
93,car,0.31,,0,256,65,390,,0,0,0,0,0,
93,car,0.31,,0,250,30,431,,0,0,0,0,0,
93,car,0.24,,1280,311,1312,353,,0,0,0,0,0,
93,car,0.19,,1268,311,1310,350,,0,0,0,0,0,
93,car,0.19,,0,254,69,432,,0,0,0,0,0,
93,car,0.17,,0,243,19,432,,0,0,0,0,0,
93,sports ball,0.12,,1557,319,1626,384,,0,0,0,0,0,
93,car,0.11,,1281,301,1313,346,,0,0,0,0,0,
94,person,0.62,tensor(1.),0,249,39,492,,0,0,0,0,0,
95,person,0.76,tensor(1.),0,232,55,489,,0,0,0,0,0,
95,car,0.62,tensor(2.),1451,319,1513,380,,0,0,0,0,0,
96,person,0.8,tensor(1.),0,234,60,487,,0,0,0,0,0,
96,car,0.73,tensor(2.),1448,319,1514,382,,0,0,0,0,0,
96,bus,0.71,tensor(3.),1311,223,1464,381,,0,0,0,0,0,
97,person,0.84,tensor(1.),0,231,68,490,,0,0,0,0,0,
97,bus,0.76,tensor(2.),1310,225,1463,380,,0,0,0,0,0,
97,car,0.72,tensor(3.),1449,320,1514,381,,0,0,0,0,0,
98,person,0.83,tensor(1.),0,235,72,490,,0,0,0,0,0,
98,bus,0.73,tensor(2.),1310,226,1462,380,,0,0,0,0,0,
98,car,0.73,tensor(3.),1445,320,1514,380,,0,0,0,0,0,
99,person,0.83,tensor(1.),0,237,76,491,,0,0,0,0,0,
99,bus,0.79,tensor(2.),1309,226,1460,380,,0,0,0,0,0,
99,car,0.72,tensor(3.),1442,319,1514,380,,0,0,0,0,0,
100,person,0.84,tensor(1.),0,234,75,494,,0,0,0,0,0,
100,bus,0.81,tensor(2.),1308,226,1459,378,,0,0,0,0,0,
100,car,0.68,tensor(3.),1436,320,1516,381,,0,0,0,0,0,
101,person,0.87,tensor(1.),0,233,77,497,,0,0,0,0,0,
101,bus,0.71,tensor(2.),1309,227,1458,379,,0,0,0,0,0,
101,car,0.7,tensor(3.),1437,320,1516,381,,0,0,0,0,0,
102,person,0.86,tensor(1.),0,231,82,493,,0,0,0,0,0,
102,bus,0.79,tensor(2.),1309,228,1457,378,,0,0,0,0,0,
102,car,0.7,tensor(3.),1435,320,1517,382,,0,0,0,0,0,
103,person,0.89,tensor(1.),0,231,91,494,,0,0,0,0,0,
103,bus,0.77,tensor(2.),1310,228,1457,379,,0,0,0,0,0,
103,car,0.72,tensor(3.),1436,320,1518,382,,0,0,0,0,0,
104,person,0.84,tensor(1.),3,233,98,490,,0,0,0,0,0,
104,car,0.73,tensor(2.),1437,320,1519,382,,0,0,0,0,0,
104,bus,0.63,tensor(3.),1309,228,1456,379,,0,0,0,0,0,
105,person,0.86,tensor(1.),13,230,106,492,,0,0,0,0,0,
105,bus,0.78,tensor(2.),1308,229,1453,379,,0,0,0,0,0,
105,car,0.73,tensor(3.),1435,320,1519,382,,0,0,0,0,0,
106,person,0.88,tensor(1.),24,228,117,491,,0,0,0,0,0,
106,bus,0.76,tensor(2.),1309,230,1449,379,,0,0,0,0,0,
106,car,0.74,tensor(3.),1434,320,1519,382,,0,0,0,0,0,
107,person,0.88,tensor(1.),30,229,138,492,,0,0,0,0,0,
107,car,0.74,tensor(2.),1434,320,1519,381,,0,0,0,0,0,
107,bus,0.66,tensor(3.),1309,232,1445,378,,0,0,0,0,0,
108,person,0.85,tensor(1.),31,230,153,490,,0,0,0,0,0,
108,car,0.74,tensor(2.),1433,320,1518,381,,0,0,0,0,0,
108,bus,0.66,tensor(3.),1306,232,1445,378,,0,0,0,0,0,
109,person,0.87,tensor(1.),35,231,158,489,,0,0,0,0,0,
109,bus,0.77,tensor(2.),1303,232,1446,377,,0,0,0,0,0,
109,car,0.75,tensor(3.),1431,321,1517,381,,0,0,0,0,0,
110,person,0.87,tensor(1.),39,233,164,487,,0,0,0,0,0,
110,car,0.76,tensor(2.),1431,321,1518,381,,0,0,0,0,0,
110,bus,0.76,tensor(3.),1303,233,1443,377,,0,0,0,0,0,
111,person,0.87,tensor(1.),39,236,160,486,,0,0,0,0,0,
111,car,0.76,tensor(2.),1430,320,1517,381,,0,0,0,0,0,
111,bus,0.7,tensor(3.),1300,233,1439,377,,0,0,0,0,0,
112,person,0.86,tensor(1.),38,242,167,487,,0,0,0,0,0,
112,car,0.77,tensor(2.),1428,321,1517,382,,0,0,0,0,0,
113,person,0.85,tensor(1.),47,241,166,489,,0,0,0,0,0,
113,car,0.78,tensor(2.),1428,321,1517,382,,0,0,0,0,0,
114,person,0.84,tensor(1.),54,239,167,491,,0,0,0,0,0,
114,car,0.8,tensor(2.),1425,320,1517,382,,0,0,0,0,0,
115,person,0.85,tensor(1.),64,239,168,487,,0,0,0,0,0,
115,car,0.79,tensor(2.),1424,321,1517,382,,0,0,0,0,0,
116,person,0.81,tensor(1.),79,238,169,484,,0,0,0,0,0,
116,car,0.79,tensor(2.),1420,321,1517,382,,0,0,0,0,0,
117,car,0.8,tensor(1.),1420,320,1516,382,,0,0,0,0,0,
117,person,0.8,tensor(2.),90,238,171,481,,0,0,0,0,0,
118,car,0.8,tensor(1.),1421,320,1516,382,,0,0,0,0,0,
118,person,0.76,tensor(2.),96,237,173,481,,0,0,0,0,0,
118,bus,0.61,tensor(3.),1291,236,1429,374,"\
",0.2,130,57,138,89,"\
"
119,car,0.8,tensor(1.),1418,321,1516,382,,0,0,0,0,0,
119,person,0.73,tensor(2.),101,241,180,478,,0,0,0,0,0,
119,bus,0.65,tensor(3.),1291,237,1428,373,"G
",0.31,128,58,137,79,"G
"
120,person,0.78,tensor(1.),107,239,185,479,,0,0,0,0,0,
120,car,0.77,tensor(2.),1419,321,1517,382,,0,0,0,0,0,
120,bus,0.69,tensor(3.),1291,237,1427,374,,0,0,0,0,0,
121,person,0.77,tensor(1.),110,242,192,480,,0,0,0,0,0,
121,car,0.75,tensor(2.),1417,321,1517,382,,0,0,0,0,0,
121,bus,0.69,tensor(3.),1291,238,1427,373,"q
",0.3,127,56,136,81,"q
"
122,person,0.82,tensor(1.),111,242,202,479,,0,0,0,0,0,
122,car,0.74,tensor(2.),1419,321,1517,382,,0,0,0,0,0,
122,bus,0.67,tensor(3.),1290,239,1427,373,"j
",0.11,129,55,137,87,"j
"
123,person,0.81,tensor(1.),113,246,208,477,,0,0,0,0,0,
123,car,0.75,tensor(2.),1421,322,1517,382,,0,0,0,0,0,
123,bus,0.66,tensor(3.),1289,239,1425,373,,0,0,0,0,0,
124,person,0.8,tensor(1.),115,249,214,476,,0,0,0,0,0,
124,car,0.76,tensor(2.),1422,321,1517,381,,0,0,0,0,0,
124,bus,0.66,tensor(3.),1289,239,1423,373,,0,0,0,0,0,
125,person,0.8,tensor(1.),120,246,215,475,,0,0,0,0,0,
125,car,0.75,tensor(2.),1423,322,1517,381,,0,0,0,0,0,
125,bus,0.67,tensor(3.),1290,239,1421,373,,0,0,0,0,0,
126,person,0.81,tensor(1.),125,239,221,475,,0,0,0,0,0,
126,car,0.75,tensor(2.),1421,322,1516,381,,0,0,0,0,0,
126,bus,0.66,tensor(3.),1289,239,1419,372,,0,0,0,0,0,
127,person,0.81,tensor(1.),131,237,221,475,,0,0,0,0,0,
127,car,0.75,tensor(2.),1422,322,1516,382,,0,0,0,0,0,
127,bus,0.72,tensor(3.),1289,239,1419,371,,0,0,0,0,0,
128,person,0.78,tensor(1.),144,247,225,474,,0,0,0,0,0,
128,bus,0.75,tensor(2.),1289,241,1416,371,,0,0,0,0,0,
128,car,0.74,tensor(3.),1430,321,1516,381,,0,0,0,0,0,
129,person,0.76,tensor(1.),149,245,228,472,,0,0,0,0,0,
129,car,0.72,tensor(2.),1432,321,1516,381,,0,0,0,0,0,
129,bus,0.71,tensor(3.),1287,241,1416,370,,0,0,0,0,0,
130,person,0.8,tensor(1.),157,243,234,471,,0,0,0,0,0,
130,car,0.72,tensor(2.),1432,321,1515,381,,0,0,0,0,0,
130,bus,0.7,tensor(3.),1288,242,1415,369,,0,0,0,0,0,
131,person,0.83,tensor(1.),160,249,240,470,,0,0,0,0,0,
131,car,0.72,tensor(2.),1429,321,1515,381,,0,0,0,0,0,
131,bus,0.72,tensor(3.),1287,241,1412,369,,0,0,0,0,0,
132,person,0.84,tensor(1.),167,245,245,470,,0,0,0,0,0,
132,car,0.73,tensor(2.),1421,321,1515,382,,0,0,0,0,0,
132,bus,0.71,tensor(3.),1287,242,1411,368,,0,0,0,0,0,
133,person,0.86,tensor(1.),170,238,252,468,,0,0,0,0,0,
133,car,0.72,tensor(2.),1425,321,1514,381,,0,0,0,0,0,
134,person,0.86,tensor(1.),178,239,261,467,,0,0,0,0,0,
134,car,0.72,tensor(2.),1425,320,1513,382,,0,0,0,0,0,
135,person,0.83,tensor(1.),181,242,277,468,,0,0,0,0,0,
135,car,0.71,tensor(2.),1423,321,1513,382,,0,0,0,0,0,
135,bus,0.67,tensor(3.),1287,246,1408,367,,0,0,0,0,0,
136,person,0.83,tensor(1.),184,249,278,468,,0,0,0,0,0,
136,car,0.72,tensor(2.),1418,320,1513,382,,0,0,0,0,0,
136,bus,0.72,tensor(3.),1287,246,1409,367,,0,0,0,0,0,
137,person,0.83,tensor(1.),187,252,281,468,,0,0,0,0,0,
137,car,0.71,tensor(2.),1421,320,1514,382,,0,0,0,0,0,
137,bus,0.64,tensor(3.),1286,247,1407,367,,0,0,0,0,0,
138,person,0.85,tensor(1.),190,258,282,469,,0,0,0,0,0,
138,car,0.71,tensor(2.),1418,320,1514,382,,0,0,0,0,0,
138,bus,0.67,tensor(3.),1285,249,1405,368,,0,0,0,0,0,
139,person,0.86,tensor(1.),192,257,285,469,,0,0,0,0,0,
139,bus,0.71,tensor(2.),1284,249,1405,368,,0,0,0,0,0,
139,car,0.7,tensor(3.),1420,321,1514,382,,0,0,0,0,0,
140,person,0.87,tensor(1.),195,264,286,469,,0,0,0,0,0,
140,bus,0.71,tensor(2.),1283,249,1402,367,,0,0,0,0,0,
140,car,0.7,tensor(3.),1420,320,1516,382,,0,0,0,0,0,
141,person,0.86,tensor(1.),200,254,287,468,,0,0,0,0,0,
141,car,0.7,tensor(2.),1421,321,1515,381,,0,0,0,0,0,
142,person,0.84,tensor(1.),205,253,288,466,,0,0,0,0,0,
142,car,0.69,tensor(2.),1424,321,1514,381,,0,0,0,0,0,
143,person,0.83,tensor(1.),214,254,288,464,,0,0,0,0,0,
143,car,0.69,tensor(2.),1423,321,1516,382,,0,0,0,0,0,
144,person,0.83,tensor(1.),223,244,291,464,,0,0,0,0,0,
144,car,0.68,tensor(2.),1424,322,1516,382,,0,0,0,0,0,
145,person,0.8,tensor(1.),230,244,294,462,,0,0,0,0,0,
145,car,0.67,tensor(2.),1425,323,1516,382,,0,0,0,0,0,
145,bus,0.64,tensor(3.),1277,248,1395,365,,0,0,0,0,0,
146,person,0.8,tensor(1.),233,243,295,460,,0,0,0,0,0,
146,car,0.62,tensor(2.),1425,322,1515,381,,0,0,0,0,0,
147,bus,0.64,tensor(1.),1277,249,1394,366,,0,0,0,0,0,
148,bus,0.72,tensor(1.),1276,250,1392,365,,0,0,0,0,0,
149,person,0.81,tensor(1.),240,241,309,460,,0,0,0,0,0,
149,bus,0.74,tensor(2.),1276,250,1392,365,,0,0,0,0,0,
150,person,0.8,tensor(1.),242,248,317,461,,0,0,0,0,0,
150,bus,0.76,tensor(2.),1275,250,1391,364,,0,0,0,0,0,
151,bus,0.78,tensor(1.),1274,250,1389,364,,0,0,0,0,0,
151,person,0.78,tensor(2.),242,251,321,461,,0,0,0,0,0,
152,bus,0.83,tensor(1.),1274,251,1386,364,,0,0,0,0,0,
152,person,0.8,tensor(2.),242,252,323,460,,0,0,0,0,0,
153,bus,0.82,tensor(1.),1274,250,1385,364,,0,0,0,0,0,
153,person,0.79,tensor(2.),248,251,325,459,,0,0,0,0,0,
154,bus,0.78,tensor(1.),1273,251,1384,361,,0,0,0,0,0,
154,person,0.75,tensor(2.),251,258,330,459,,0,0,0,0,0,
155,bus,0.79,tensor(1.),1271,251,1382,362,,0,0,0,0,0,
155,person,0.73,tensor(2.),252,254,330,459,,0,0,0,0,0,
156,person,0.8,tensor(1.),261,252,334,448,,0,0,0,0,0,
156,bus,0.76,tensor(2.),1270,252,1381,362,,0,0,0,0,0,
157,person,0.8,tensor(1.),268,251,337,449,,0,0,0,0,0,
157,bus,0.76,tensor(2.),1270,252,1379,362,,0,0,0,0,0,
158,person,0.79,tensor(1.),277,243,344,451,,0,0,0,0,0,
158,bus,0.71,tensor(2.),1270,252,1378,362,,0,0,0,0,0,
159,person,0.8,tensor(1.),283,244,351,451,,0,0,0,0,0,
159,bus,0.75,tensor(2.),1271,251,1380,362,,0,0,0,0,0,
160,person,0.81,tensor(1.),290,245,356,452,,0,0,0,0,0,
160,bus,0.79,tensor(2.),1270,252,1379,362,,0,0,0,0,0,
161,person,0.8,tensor(1.),291,253,360,451,,0,0,0,0,0,
161,bus,0.78,tensor(2.),1269,252,1378,361,,0,0,0,0,0,
162,bus,0.76,tensor(1.),1269,252,1377,361,,0,0,0,0,0,
162,person,0.75,tensor(2.),293,261,368,452,,0,0,0,0,0,
163,bus,0.76,tensor(1.),1270,252,1375,361,,0,0,0,0,0,
163,person,0.74,tensor(2.),298,263,373,452,,0,0,0,0,0,
164,person,0.81,tensor(1.),300,266,380,451,,0,0,0,0,0,
164,bus,0.79,tensor(2.),1269,252,1374,362,,0,0,0,0,0,
165,person,0.83,tensor(1.),301,260,382,451,,0,0,0,0,0,
165,bus,0.77,tensor(2.),1266,254,1373,360,,0,0,0,0,0,
166,person,0.83,tensor(1.),304,261,383,451,,0,0,0,0,0,
166,bus,0.78,tensor(2.),1263,254,1370,360,,0,0,0,0,0,
167,person,0.84,tensor(1.),303,261,385,451,,0,0,0,0,0,
167,bus,0.79,tensor(2.),1264,254,1371,359,,0,0,0,0,0,
168,person,0.86,tensor(1.),308,258,387,450,,0,0,0,0,0,
168,bus,0.8,tensor(2.),1261,254,1369,358,,0,0,0,0,0,
169,person,0.82,tensor(1.),312,257,388,450,,0,0,0,0,0,
169,bus,0.79,tensor(2.),1260,254,1368,357,,0,0,0,0,0,
170,bus,0.78,tensor(1.),1258,255,1366,358,,0,0,0,0,0,
170,person,0.77,tensor(2.),320,256,392,450,,0,0,0,0,0,
171,person,0.77,tensor(1.),327,258,394,447,,0,0,0,0,0,
171,bus,0.76,tensor(2.),1258,256,1365,357,,0,0,0,0,0,
171,car,0.61,tensor(3.),1425,323,1514,382,,0,0,0,0,0,
172,person,0.78,tensor(1.),333,259,395,446,,0,0,0,0,0,
172,bus,0.73,tensor(2.),1258,256,1364,357,,0,0,0,0,0,
173,person,0.81,tensor(1.),337,257,397,444,,0,0,0,0,0,
173,bus,0.73,tensor(2.),1259,257,1362,357,,0,0,0,0,0,
174,bus,0.73,tensor(1.),1258,257,1361,357,,0,0,0,0,0,
174,person,0.61,tensor(2.),340,259,400,444,,0,0,0,0,0,
