fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
2556,car,0.71,tensor(3.),1346,322,1401,365,,0,0,0,0,0,
2556,person,0.71,tensor(4.),108,277,208,469,,0,0,0,0,0,
2557,car,0.84,tensor(1.),1229,318,1332,397,,0,0,0,0,0,
2557,car,0.82,tensor(2.),1392,320,1508,403,,0,0,0,0,0,
2557,person,0.67,tensor(3.),118,286,210,470,,0,0,0,0,0,
2557,car,0.61,tensor(4.),1345,321,1404,364,,0,0,0,0,0,
2558,car,0.86,tensor(1.),1228,318,1334,398,,0,0,0,0,0,
2558,car,0.83,tensor(2.),1387,321,1507,403,,0,0,0,0,0,
2558,person,0.71,tensor(3.),126,294,215,466,,0,0,0,0,0,
2558,car,0.61,tensor(4.),1341,321,1406,366,,0,0,0,0,0,
2559,car,0.87,tensor(1.),1228,317,1334,400,,0,0,0,0,0,
2559,car,0.82,tensor(2.),1385,320,1506,403,,0,0,0,0,0,
2559,person,0.68,tensor(3.),140,285,218,461,,0,0,0,0,0,
2559,car,0.63,tensor(4.),1339,321,1401,364,,0,0,0,0,0,
2560,car,0.86,tensor(1.),1228,318,1334,400,,0,0,0,0,0,
2560,car,0.8,tensor(2.),1384,320,1504,402,,0,0,0,0,0,
2560,person,0.7,tensor(3.),157,297,224,456,,0,0,0,0,0,
2560,car,0.63,tensor(4.),1339,322,1394,362,,0,0,0,0,0,
2561,car,0.87,tensor(1.),1229,318,1336,399,,0,0,0,0,0,
2561,car,0.82,tensor(2.),1383,318,1499,401,,0,0,0,0,0,
2561,person,0.69,tensor(3.),157,284,229,459,,0,0,0,0,0,
2562,car,0.87,tensor(1.),1229,318,1338,400,,0,0,0,0,0,
2562,car,0.81,tensor(2.),1382,318,1502,401,,0,0,0,0,0,
2562,car,0.65,tensor(3.),1337,322,1390,365,,0,0,0,0,0,
2563,car,0.87,tensor(1.),1229,318,1339,401,,0,0,0,0,0,
2563,car,0.79,tensor(2.),1378,319,1493,400,,0,0,0,0,0,
2563,person,0.7,tensor(3.),167,274,234,460,,0,0,0,0,0,
2563,car,0.62,tensor(4.),1335,322,1386,364,,0,0,0,0,0,
2564,car,0.89,tensor(1.),1229,318,1340,403,,0,0,0,0,0,
2564,person,0.77,tensor(2.),164,273,242,461,,0,0,0,0,0,
2564,car,0.76,tensor(3.),1375,319,1490,398,,0,0,0,0,0,
2564,car,0.66,tensor(4.),1335,322,1383,365,,0,0,0,0,0,
2565,car,0.88,tensor(1.),1228,318,1340,403,,0,0,0,0,0,
2565,person,0.83,tensor(2.),159,275,246,460,,0,0,0,0,0,
2565,car,0.77,tensor(3.),1372,318,1486,398,,0,0,0,0,0,
2566,car,0.87,tensor(1.),1228,318,1340,404,,0,0,0,0,0,
2566,person,0.79,tensor(2.),163,276,249,464,,0,0,0,0,0,
2566,car,0.75,tensor(3.),1374,319,1490,397,,0,0,0,0,0,
2567,car,0.86,tensor(1.),1228,318,1341,405,,0,0,0,0,0,
2567,car,0.71,tensor(2.),1374,318,1480,395,,0,0,0,0,0,
2567,person,0.69,tensor(3.),163,288,249,464,,0,0,0,0,0,
2568,car,0.86,tensor(1.),1228,318,1343,406,,0,0,0,0,0,
2568,person,0.71,tensor(2.),170,289,258,463,,0,0,0,0,0,
2568,car,0.69,tensor(3.),1375,321,1474,394,,0,0,0,0,0,
2568,car,0.62,tensor(4.),1334,322,1378,367,,0,0,0,0,0,
2569,car,0.87,tensor(1.),1227,319,1344,408,,0,0,0,0,0,
2569,person,0.73,tensor(2.),178,285,261,459,,0,0,0,0,0,
2569,car,0.69,tensor(3.),1372,322,1471,393,,0,0,0,0,0,
2569,car,0.63,tensor(4.),1332,321,1379,366,,0,0,0,0,0,
2570,car,0.88,tensor(1.),1227,319,1344,409,,0,0,0,0,0,
2570,person,0.74,tensor(2.),184,285,266,453,,0,0,0,0,0,
2570,car,0.72,tensor(3.),1364,321,1466,391,,0,0,0,0,0,
2571,car,0.88,tensor(1.),1225,319,1346,410,,0,0,0,0,0,
2571,car,0.78,tensor(2.),1363,320,1463,389,,0,0,0,0,0,
2571,person,0.72,tensor(3.),187,292,273,452,,0,0,0,0,0,
2571,car,0.65,tensor(4.),1332,320,1372,365,,0,0,0,0,0,
2572,car,0.87,tensor(1.),1224,319,1347,411,"Eur,
",0.12,41,68,77,80,"Eur,
"
2572,person,0.8,tensor(2.),197,282,275,451,,0,0,0,0,0,
2572,car,0.7,tensor(3.),1362,320,1459,389,,0,0,0,0,0,
2573,car,0.88,tensor(1.),1224,320,1349,412,,0,0,0,0,0,
2573,person,0.75,tensor(2.),207,287,279,451,,0,0,0,0,0,
2573,car,0.64,tensor(3.),1362,318,1452,387,,0,0,0,0,0,
2574,car,0.86,tensor(1.),1224,320,1349,413,,0,0,0,0,0,
2574,person,0.68,tensor(2.),213,285,281,451,,0,0,0,0,0,
2574,car,0.62,tensor(3.),1365,318,1451,385,,0,0,0,0,0,
2574,car,0.61,tensor(4.),1443,321,1511,380,,0,0,0,0,0,
2575,car,0.86,tensor(1.),1222,319,1350,414,,0,0,0,0,0,
2575,car,0.66,tensor(2.),1443,321,1511,380,,0,0,0,0,0,
2575,car,0.64,tensor(3.),1364,320,1451,385,,0,0,0,0,0,
2576,car,0.85,tensor(1.),1222,318,1351,415,,0,0,0,0,0,
2576,person,0.73,tensor(2.),219,286,289,451,,0,0,0,0,0,
2576,car,0.7,tensor(3.),1361,319,1448,383,,0,0,0,0,0,
2576,car,0.65,tensor(4.),1442,321,1511,381,,0,0,0,0,0,
2577,car,0.83,tensor(1.),1223,317,1351,416,"~
",0.12,24,74,79,88,"~
"
2577,person,0.77,tensor(2.),221,295,295,451,,0,0,0,0,0,
2577,car,0.75,tensor(3.),1359,320,1450,384,,0,0,0,0,0,
2577,car,0.65,tensor(4.),1442,321,1511,381,,0,0,0,0,0,
2578,car,0.87,tensor(1.),1220,317,1352,418,,0,0,0,0,0,
2578,person,0.75,tensor(2.),224,273,303,450,,0,0,0,0,0,
2578,car,0.72,tensor(3.),1359,320,1449,384,,0,0,0,0,0,
2578,car,0.66,tensor(4.),1440,321,1511,381,,0,0,0,0,0,
2579,car,0.86,tensor(1.),1219,317,1354,419,,0,0,0,0,0,
2579,person,0.78,tensor(2.),227,279,306,451,,0,0,0,0,0,
2579,car,0.7,tensor(3.),1360,320,1447,383,,0,0,0,0,0,
2579,car,0.67,tensor(4.),1440,321,1511,380,,0,0,0,0,0,
2580,car,0.87,tensor(1.),1218,317,1356,420,"En,
",0.11,47,78,85,91,"En,
"
2580,car,0.72,tensor(2.),1361,319,1446,382,,0,0,0,0,0,
2580,car,0.7,tensor(3.),1438,322,1512,381,,0,0,0,0,0,
2580,person,0.63,tensor(4.),230,301,308,453,,0,0,0,0,0,
2581,car,0.86,tensor(1.),1216,317,1356,422,"Ew;
",0.2,50,79,88,92,"Ew;
"
2581,person,0.72,tensor(2.),230,300,313,452,,0,0,0,0,0,
2581,car,0.71,tensor(3.),1438,321,1511,381,,0,0,0,0,0,
2581,car,0.7,tensor(4.),1361,320,1443,380,,0,0,0,0,0,
2582,car,0.84,tensor(1.),1217,316,1359,423,"ay,
",0.14,49,81,87,94,"ay,
"
2582,person,0.77,tensor(2.),236,300,318,451,,0,0,0,0,0,
2582,car,0.71,tensor(3.),1436,321,1511,381,,0,0,0,0,0,
2582,car,0.7,tensor(4.),1360,320,1442,380,,0,0,0,0,0,
2583,car,0.86,tensor(1.),1216,316,1358,425,,0,0,0,0,0,
2583,person,0.73,tensor(2.),242,294,321,449,,0,0,0,0,0,
2583,car,0.71,tensor(3.),1436,321,1512,381,,0,0,0,0,0,
2583,car,0.71,tensor(4.),1358,322,1439,380,,0,0,0,0,0,
2584,car,0.88,tensor(1.),1215,316,1359,426,,0,0,0,0,0,
2584,person,0.77,tensor(2.),258,293,325,449,,0,0,0,0,0,
2584,car,0.71,tensor(3.),1436,321,1512,381,,0,0,0,0,0,
2584,car,0.69,tensor(4.),1350,321,1436,380,,0,0,0,0,0,
2585,car,0.92,tensor(1.),1215,316,1362,428,"iD '50% cap
",0.27,51,85,91,99,"iD '50% cap
"
2585,car,0.71,tensor(2.),1351,321,1433,380,,0,0,0,0,0,
2585,car,0.71,tensor(3.),1436,322,1512,381,,0,0,0,0,0,
2585,person,0.71,tensor(4.),265,291,327,448,,0,0,0,0,0,
2586,car,0.91,tensor(1.),1215,317,1361,427,"965 cee
",0.19,50,85,92,99,"965 cee
"
2586,car,0.74,tensor(2.),1347,320,1427,379,,0,0,0,0,0,
2586,car,0.72,tensor(3.),1432,322,1512,382,,0,0,0,0,0,
2586,person,0.69,tensor(4.),269,266,333,446,,0,0,0,0,0,
2587,car,0.93,tensor(1.),1214,317,1364,429,"1965 cap
",0.35,51,86,94,101,"1965 cap
"
2587,car,0.73,tensor(2.),1431,321,1512,382,,0,0,0,0,0,
2587,car,0.71,tensor(3.),1347,319,1425,378,,0,0,0,0,0,
2587,person,0.66,tensor(4.),274,272,337,443,,0,0,0,0,0,
2588,car,0.92,tensor(1.),1214,316,1366,430,"Ex,
",0.41,52,89,95,103,"Ex,
"
2588,car,0.72,tensor(2.),1431,321,1512,382,,0,0,0,0,0,
2588,car,0.7,tensor(3.),1349,320,1423,378,,0,0,0,0,0,
2588,person,0.63,tensor(4.),275,265,342,445,,0,0,0,0,0,
2589,car,0.92,tensor(1.),1214,316,1366,431,"Ea,
",0.4,52,90,96,104,"Ea,
"
2589,car,0.73,tensor(2.),1347,321,1421,378,,0,0,0,0,0,
2589,person,0.71,tensor(3.),275,261,343,446,,0,0,0,0,0,
2589,car,0.7,tensor(4.),1432,321,1512,382,,0,0,0,0,0,
2590,car,0.93,tensor(1.),1213,315,1367,433,"1965 car
",0.43,53,92,98,107,"1965 car
"
2590,person,0.81,tensor(2.),274,268,345,444,,0,0,0,0,0,
2590,car,0.71,tensor(3.),1433,321,1512,381,,0,0,0,0,0,
2590,car,0.69,tensor(4.),1347,322,1420,376,,0,0,0,0,0,
2591,car,0.93,tensor(1.),1212,316,1368,434,"i 1955 cae
",0.41,54,92,99,107,"i 1955 cae
"
2591,person,0.78,tensor(2.),274,272,350,443,,0,0,0,0,0,
2591,car,0.75,tensor(3.),1344,321,1418,376,,0,0,0,0,0,
2591,car,0.71,tensor(4.),1433,321,1512,382,,0,0,0,0,0,
2592,car,0.93,tensor(1.),1212,317,1369,435,"MT 1955 Kee
",0.51,53,92,102,108,"MT 1955 Kee
"
2592,person,0.76,tensor(2.),275,262,354,444,,0,0,0,0,0,
2592,car,0.74,tensor(3.),1346,322,1420,375,,0,0,0,0,0,
2592,car,0.72,tensor(4.),1433,322,1512,382,,0,0,0,0,0,
2593,car,0.89,tensor(1.),1213,316,1373,436,"#1965 «
",0.46,54,95,101,110,"#1965 «
"
2593,person,0.74,tensor(2.),279,280,358,446,,0,0,0,0,0,
2593,car,0.73,tensor(3.),1344,320,1419,377,,0,0,0,0,0,
2593,car,0.7,tensor(4.),1432,321,1512,382,,0,0,0,0,0,
2594,car,0.85,tensor(1.),1212,316,1375,438,"kx
",0.47,54,97,103,112,"kx
"
2594,car,0.75,tensor(2.),1345,320,1413,375,,0,0,0,0,0,
2594,person,0.73,tensor(3.),287,294,361,447,,0,0,0,0,0,
2594,car,0.7,tensor(4.),1432,322,1512,382,,0,0,0,0,0,
2595,car,0.83,tensor(1.),1210,316,1376,440,"M1965 cap
",0.43,57,98,106,114,"M1965 cap
"
2595,car,0.73,tensor(2.),1345,320,1412,375,,0,0,0,0,0,
2595,person,0.71,tensor(3.),290,292,364,442,,0,0,0,0,0,
2595,car,0.71,tensor(4.),1432,322,1512,382,,0,0,0,0,0,
2596,car,0.83,tensor(1.),1209,316,1380,445,"M1965 Kap
",0.56,58,100,110,117,"M1965 Kap
"
2596,person,0.75,tensor(2.),296,276,367,439,,0,0,0,0,0,
2596,car,0.72,tensor(3.),1345,319,1408,374,,0,0,0,0,0,
2596,car,0.7,tensor(4.),1433,322,1513,382,,0,0,0,0,0,
2597,car,0.84,tensor(1.),1209,316,1380,448,"M1985 KBP
",0.62,58,102,110,119,"M1985 KBP
"
2597,person,0.72,tensor(2.),304,295,370,442,,0,0,0,0,0,
2597,car,0.72,tensor(3.),1345,320,1407,375,,0,0,0,0,0,
2597,car,0.71,tensor(4.),1433,322,1513,382,,0,0,0,0,0,
2598,car,0.85,tensor(1.),1209,316,1382,449,"B 1965 Kap
",0.67,59,103,111,120,"B 1965 Kap
"
2598,car,0.7,tensor(2.),1433,322,1512,382,,0,0,0,0,0,
2598,car,0.68,tensor(3.),1345,320,1408,374,,0,0,0,0,0,
2599,car,0.83,tensor(1.),1208,316,1385,450,"Mt IS65 KEP
",0.71,60,105,113,122,"Mt IS65 KEP
"
2599,car,0.71,tensor(2.),1433,322,1513,382,,0,0,0,0,0,
2599,person,0.65,tensor(3.),317,286,376,438,,0,0,0,0,0,
2599,car,0.64,tensor(4.),1345,319,1407,372,,0,0,0,0,0,
2600,car,0.85,tensor(1.),1208,316,1387,450,,0.59,61,107,114,124,
2600,car,0.71,tensor(2.),1865,419,1919,556,,0,0,0,0,0,
2600,car,0.71,tensor(3.),1434,322,1513,382,,0,0,0,0,0,
2601,car,0.86,tensor(1.),1206,316,1391,453,"M1965 Kap
",0.77,63,108,118,126,"M1965 Kap
"
2601,car,0.77,tensor(2.),1842,403,1919,557,,0,0,0,0,0,
2601,car,0.69,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2601,person,0.67,tensor(4.),323,292,384,439,,0,0,0,0,0,
2602,car,0.86,tensor(1.),1204,316,1395,456,,0.82,66,111,122,129,
2602,car,0.82,tensor(2.),1821,395,1919,554,,0,0,0,0,0,
2602,car,0.7,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2602,person,0.66,tensor(4.),326,287,389,438,,0,0,0,0,0,
2603,car,0.87,tensor(1.),1205,316,1396,458,"if 1965 Kap
",0.79,66,113,122,130,"if 1965 Kap
"
2603,car,0.84,tensor(2.),1798,385,1919,548,,0,0,0,0,0,
2603,person,0.75,tensor(3.),327,291,395,438,,0,0,0,0,0,
2603,car,0.71,tensor(4.),1433,322,1513,382,,0,0,0,0,0,
2604,car,0.86,tensor(1.),1205,316,1398,464,"if 1955 Kap
",0.84,66,115,125,133,"if 1955 Kap
"
2604,car,0.86,tensor(2.),1782,369,1919,545,,0,0,0,0,0,
2604,car,0.73,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2604,person,0.66,tensor(4.),328,283,399,437,,0,0,0,0,0,
2605,car,0.86,tensor(1.),1205,316,1402,465,,0.91,67,118,128,136,
2605,car,0.84,tensor(2.),1764,353,1919,540,,0,0,0,0,0,
2605,car,0.73,tensor(3.),1433,322,1512,382,,0,0,0,0,0,
2605,person,0.69,tensor(4.),329,283,402,439,,0,0,0,0,0,
2606,car,0.86,tensor(1.),1748,341,1919,540,"~
",0.21,86,165,171,199,"~
"
2606,car,0.86,tensor(2.),1204,316,1407,470,,0.89,71,120,132,139,
2606,car,0.7,tensor(3.),1433,322,1512,382,,0,0,0,0,0,
2606,person,0.65,tensor(4.),332,293,404,440,,0,0,0,0,0,
2607,car,0.86,tensor(1.),1205,315,1409,472,,0.86,72,124,133,142,
2607,car,0.85,tensor(2.),1733,334,1919,538," —_—
",0.36,84,170,186,204," —_—
"
2607,car,0.7,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2608,car,0.86,tensor(1.),1719,331,1919,540," —
",0.33,102,171,200,209," —
"
2608,car,0.86,tensor(2.),1204,316,1415,474,,0.83,76,125,136,144,
2608,car,0.71,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2608,person,0.66,tensor(4.),352,298,410,431,,0,0,0,0,0,
2609,car,0.88,tensor(1.),1204,316,1418,477,,0.83,77,128,142,148,
2609,car,0.86,tensor(2.),1703,327,1919,546,,0,0,0,0,0,
2609,car,0.72,tensor(3.),1433,322,1513,382,,0,0,0,0,0,
2609,person,0.65,tensor(4.),356,296,414,434,,0,0,0,0,0,
2610,car,0.91,tensor(1.),1694,326,1919,555,,0,0,0,0,0,
2610,car,0.87,tensor(2.),1203,316,1424,482,,0.88,81,131,146,151,
2610,car,0.71,tensor(3.),1434,322,1513,382,,0,0,0,0,0,
2610,person,0.68,tensor(4.),358,289,415,435,,0,0,0,0,0,
2611,car,0.9,tensor(1.),1679,326,1919,554,,0,0,0,0,0,
2611,car,0.87,tensor(2.),1204,315,1430,488,,0.93,83,135,149,157,
2611,person,0.73,tensor(3.),363,294,418,435,,0,0,0,0,0,
2611,car,0.68,tensor(4.),1434,322,1513,382,,0,0,0,0,0,
2612,car,0.9,tensor(1.),1667,325,1919,551,,0,0,0,0,0,
2612,car,0.88,tensor(2.),1207,314,1436,491,"1965 KBP
",0.88,82,140,152,160,"1965 KBP
"
2612,car,0.67,tensor(3.),1434,322,1513,382,,0,0,0,0,0,
2613,car,0.89,tensor(1.),1656,321,1919,546,,0,0,0,0,0,
2613,car,0.88,tensor(2.),1208,315,1440,492,"81965 Kap
",0.92,85,143,155,165,"81965 Kap
"
2613,car,0.67,tensor(3.),1434,322,1513,382,,0,0,0,0,0,
2614,car,0.88,tensor(1.),1642,320,1919,538,,0,0,0,0,0,
2614,car,0.87,tensor(2.),1208,315,1448,497,"1965 KEP
",0.88,88,145,161,167,"1965 KEP
"
2614,car,0.67,tensor(3.),1433,323,1513,382,,0,0,0,0,0,
2614,person,0.66,tensor(4.),366,297,428,435,,0,0,0,0,0,
2615,car,0.89,tensor(1.),1634,322,1919,528,,0,0,0,0,0,
2615,car,0.85,tensor(2.),1208,315,1456,501,"1965 KBP
",0.86,95,149,166,171,"1965 KBP
"
2615,person,0.69,tensor(3.),363,287,431,435,,0,0,0,0,0,
2615,car,0.67,tensor(4.),1432,321,1512,382,,0,0,0,0,0,
2616,car,0.9,tensor(1.),1623,320,1919,523,,0,0,0,0,0,
2616,car,0.87,tensor(2.),1211,316,1464,505,"1965 KBP
",0.87,97,152,170,174,"1965 KBP
"
2616,person,0.72,tensor(3.),364,281,437,435,,0,0,0,0,0,
2616,car,0.66,tensor(4.),1433,320,1513,383,,0,0,0,0,0,
2617,car,0.89,tensor(1.),1614,319,1919,515,,0,0,0,0,0,
2617,car,0.87,tensor(2.),1208,316,1473,515,"1965 KBP,
",0.91,104,156,182,180,"1965 KBP,
"
2617,person,0.75,tensor(3.),368,286,437,436,,0,0,0,0,0,
2617,car,0.61,tensor(4.),1433,320,1513,383,,0,0,0,0,0,
2618,car,0.88,tensor(1.),1207,316,1482,523,"EGS
",0.85,109,161,190,186,"EGS
"
2618,car,0.86,tensor(2.),1606,318,1918,516,,0,0,0,0,0,
2618,person,0.69,tensor(3.),372,294,439,436,,0,0,0,0,0,
2619,car,0.88,tensor(1.),1210,317,1492,528,"1965 KBP,
",0.88,116,165,197,189,"1965 KBP,
"
2619,car,0.86,tensor(2.),1594,321,1918,520,"57 33 &
",0.25,278,90,324,111,"57 33 &
"
2619,person,0.62,tensor(3.),379,284,441,433,,0,0,0,0,0,
2620,car,0.88,tensor(1.),1209,317,1505,533,"1965 KBP;
",0.82,124,170,208,194,"1965 KBP;
"
2620,car,0.87,tensor(2.),1587,321,1918,516,,0.54,262,88,329,107,
2620,person,0.63,tensor(3.),381,279,446,430,,0,0,0,0,0,
2621,car,0.87,tensor(1.),1210,317,1515,538,"1965 KBP
",0.91,131,175,218,201,"1965 KBP
"
2621,car,0.81,tensor(2.),1579,321,1918,515,"57 3.3 &E W
",0.68,252,86,316,104,"57 3.3 &E W
"
2621,person,0.66,tensor(3.),385,294,447,427,,0,0,0,0,0,
2622,car,0.89,tensor(1.),1212,316,1526,544,"1965 KBP,
",0.92,138,181,227,208,"1965 KBP,
"
2622,car,0.88,tensor(2.),1570,320,1919,511,"33
",0.64,243,85,306,101,"33
"
2622,person,0.69,tensor(3.),390,293,451,426,,0,0,0,0,0,
2623,car,0.89,tensor(1.),1212,320,1543,552,"{ 1965 KBP
",0.86,147,183,240,210,"{ 1965 KBP
"
2623,car,0.87,tensor(2.),1564,321,1916,505,,0.63,233,81,295,97,
2624,car,0.92,tensor(1.),1215,318,1552,552,"1965 KBP,
",0.81,157,191,251,220,"1965 KBP,
"
2624,car,0.87,tensor(2.),1562,321,1900,501,"7 33 ae wy
",0.63,219,80,279,96,"7 33 ae wy
"
2624,person,0.65,tensor(3.),398,289,457,432,,0,0,0,0,0,
2625,car,0.9,tensor(1.),1217,316,1573,560,"1965 KBP;
",0.85,167,200,264,231,"1965 KBP;
"
2625,car,0.89,tensor(2.),1557,321,1886,499,"a 33
",0.68,209,79,269,93,"a 33
"
2625,person,0.62,tensor(3.),402,291,460,429,,0,0,0,0,0,
2626,car,0.89,tensor(1.),1221,316,1593,569,"1965 KBP
",0.88,176,209,278,239,"1965 KBP
"
2626,car,0.88,tensor(2.),1558,321,1868,496,"co TFIT TT)
",0.56,194,77,252,92,"co TFIT TT)
"
2626,person,0.62,tensor(3.),405,290,461,428,,0,0,0,0,0,
2627,car,0.89,tensor(1.),1227,316,1608,576,"1965 KAP)
",0.93,184,216,289,247,"1965 KAP)
"
2627,car,0.87,tensor(2.),1552,321,1857,491,"57 33 £5 ¥)
",0.57,187,74,244,89,"57 33 £5 ¥)
"
2627,person,0.61,tensor(3.),408,292,465,429,,0,0,0,0,0,
2628,car,0.9,tensor(1.),1227,317,1632,587,"1965 KBP
",0.92,202,224,310,257,"1965 KBP
"
2628,car,0.86,tensor(2.),1552,319,1840,489,"5733 6 ¥]
",0.52,174,75,230,89,"5733 6 ¥]
"
2628,person,0.66,tensor(3.),407,300,471,427,,0,0,0,0,0,
2629,car,0.91,tensor(1.),1229,318,1657,599,"1965 KBP
",0.81,218,231,329,264,"1965 KBP
"
2629,car,0.82,tensor(2.),1557,319,1822,486,"S57 3.3 05 ¥}
",0.35,157,74,211,87,"S57 3.3 05 ¥}
"
2629,person,0.61,tensor(3.),411,302,477,428,,0,0,0,0,0,
2630,car,0.91,tensor(1.),1234,319,1683,609,"1965 KBP.
",0.8,232,241,348,275,"1965 KBP.
"
2630,car,0.84,tensor(2.),1560,316,1812,482,"S57 33 45 ¥)
",0.56,142,75,196,89,"S57 33 45 ¥)
"
2631,car,0.92,tensor(1.),1239,319,1710,617,"1965 KBP
",0.84,250,251,371,287,"1965 KBP
"
2631,car,0.86,tensor(2.),1564,318,1793,478,,0,0,0,0,0,
2632,car,0.91,tensor(1.),1242,318,1737,625,"1955 KAP)
",0.86,273,263,397,302,"1955 KAP)
"
2632,car,0.83,tensor(2.),1557,319,1785,476,"S aited
",0.26,124,68,173,82,"S aited
"
2633,car,0.91,tensor(1.),1248,320,1775,638,"B73) 65 vi
",0.7,420,66,472,81,"B73) 65 vi
"
2633,car,0.75,tensor(2.),1554,318,1772,470,,0,0,0,0,0,
2634,car,0.92,tensor(1.),1255,322,1812,654,,0.81,316,285,453,327,
2634,car,0.69,tensor(2.),1572,326,1761,452,,0,0,0,0,0,
2634,person,0.64,tensor(3.),428,298,490,426,,0,0,0,0,0,
2635,car,0.94,tensor(1.),1262,325,1856,671,,0.86,345,298,487,339,
2635,car,0.66,tensor(2.),1294,315,1350,359,,0,0,0,0,0,
2635,person,0.63,tensor(3.),434,286,490,426,,0,0,0,0,0,
2636,car,0.93,tensor(1.),1268,320,1905,688,,0.83,376,321,526,365,
2636,car,0.71,tensor(2.),1296,314,1355,357,,0,0,0,0,0,
2636,person,0.64,tensor(3.),438,287,496,424,,0,0,0,0,0,
2637,car,0.91,tensor(1.),1277,319,1918,708,,0.86,413,338,569,385,
2637,car,0.75,tensor(2.),1295,313,1355,358,,0,0,0,0,0,
2637,person,0.67,tensor(3.),440,293,501,424,,0,0,0,0,0,
2638,car,0.91,tensor(1.),1288,317,1919,724,,0.79,450,360,620,406,
2638,car,0.72,tensor(2.),1296,314,1352,357,,0,0,0,0,0,
2638,person,0.63,tensor(3.),442,297,501,425,,0,0,0,0,0,
2639,car,0.92,tensor(1.),1298,318,1918,751,,0.93,496,381,620,432,
2639,car,0.74,tensor(2.),1296,315,1352,359,,0,0,0,0,0,
2640,car,0.94,tensor(1.),1309,318,1918,774,"E
",0.74,550,408,609,456,"E
"
2640,car,0.74,tensor(2.),1295,316,1349,358,,0,0,0,0,0,
2640,person,0.64,tensor(3.),439,297,503,423,,0,0,0,0,0,
2641,car,0.94,tensor(1.),1324,319,1918,808,,0,0,0,0,0,
2641,car,0.71,tensor(2.),1294,316,1349,359,,0,0,0,0,0,
2642,car,0.93,tensor(1.),1340,324,1918,832,,0,0,0,0,0,
2642,car,0.69,tensor(2.),1293,315,1349,357,,0,0,0,0,0,
2643,car,0.94,tensor(1.),1355,326,1918,872,,0,0,0,0,0,
2643,car,0.67,tensor(2.),1292,315,1349,357,,0,0,0,0,0,
2644,car,0.94,tensor(1.),1373,325,1918,896,,0,0,0,0,0,
2644,car,0.7,tensor(2.),1291,315,1347,357,,0,0,0,0,0,
2645,car,0.94,tensor(1.),1393,332,1918,921,,0,0,0,0,0,
2645,car,0.69,tensor(2.),1291,315,1347,357,,0,0,0,0,0,
2646,car,0.96,tensor(1.),1418,340,1918,971,,0,0,0,0,0,
2646,car,0.7,tensor(2.),1292,315,1345,356,,0,0,0,0,0,
2647,car,0.95,tensor(1.),1441,338,1918,956,,0,0,0,0,0,
2647,car,0.78,tensor(2.),1447,318,1630,432,,0,0,0,0,0,
2647,car,0.69,tensor(3.),1291,315,1344,356,,0,0,0,0,0,
2648,car,0.93,tensor(1.),1470,344,1918,897,"i
",0.12,0,0,59,99,"i
"
2648,car,0.77,tensor(2.),1441,320,1623,431,,0,0,0,0,0,
2648,car,0.69,tensor(3.),1289,314,1344,356,,0,0,0,0,0,
2649,car,0.93,tensor(1.),1503,343,1918,892,,0,0,0,0,0,
2649,car,0.81,tensor(2.),1439,319,1629,431,,0,0,0,0,0,
2649,car,0.69,tensor(3.),1289,314,1343,356,,0,0,0,0,0,
2650,car,0.93,tensor(1.),1535,343,1918,882,,0,0,0,0,0,
2650,car,0.85,tensor(2.),1436,319,1622,435,,0,0,0,0,0,
2650,car,0.69,tensor(3.),1287,314,1343,356,,0,0,0,0,0,
2651,car,0.93,tensor(1.),1576,353,1918,873,,0,0,0,0,0,
2651,car,0.86,tensor(2.),1431,318,1618,436,,0,0,0,0,0,
2651,car,0.71,tensor(3.),1288,314,1343,356,,0,0,0,0,0,
2652,car,0.93,tensor(1.),1622,358,1918,871,,0,0,0,0,0,
2652,car,0.87,tensor(2.),1428,319,1607,433,,0,0,0,0,0,
2652,car,0.73,tensor(3.),1287,314,1341,355,,0,0,0,0,0,
2653,car,0.92,tensor(1.),1671,370,1918,872,,0,0,0,0,0,
2653,car,0.87,tensor(2.),1424,318,1600,430,"Aske @
",0.11,102,49,139,59,"Aske @
"
2653,car,0.74,tensor(3.),1286,314,1340,355,,0,0,0,0,0,
2654,car,0.89,tensor(1.),1424,321,1596,430,,0,0,0,0,0,
2654,car,0.89,tensor(2.),1725,401,1919,913,,0,0,0,0,0,
2654,car,0.74,tensor(3.),1286,314,1340,357,,0,0,0,0,0,
2655,car,0.88,tensor(1.),1422,319,1592,430,,0,0,0,0,0,
2655,car,0.74,tensor(2.),1286,314,1340,356,,0,0,0,0,0,
2655,person,0.65,tensor(3.),477,283,537,417,,0,0,0,0,0,
2655,car,0.64,tensor(4.),1788,487,1919,947,,0,0,0,0,0,
2656,car,0.9,tensor(1.),1422,320,1585,427,,0,0,0,0,0,
2656,car,0.73,tensor(2.),1286,314,1339,356,,0,0,0,0,0,
2657,car,0.93,tensor(1.),1420,320,1579,426,,0,0,0,0,0,
2657,car,0.73,tensor(2.),1285,314,1338,356,,0,0,0,0,0,
